"date","Altcoin Market Cap","MarketCap"
"2017-12-07","146537875442","280643953500"
"2017-12-08","162444285389","267391210820"
"2017-12-09","141673865952","228308206356"
"2017-12-10","155935791254","282101515552"
"2017-12-11","171429302607","283448397110"
"2017-12-12","200049522302","284200103342"
"2017-12-13","228248150617","275064511495"
"2017-12-14","225126882291","290504721362"
"2017-12-15","233619109215","302073894377"
"2017-12-16","254765427228","330946610730"
"2017-12-17","256914991316","320061895012"
"2017-12-18","307346753704","319141709524"
"2017-12-19","308687096331","283515807856"
"2017-12-20","342211711602","287418461160"
"2017-12-21","246783741042","219154129017"
"2017-12-22","296517719718","242016535898"
"2017-12-23","295262994730","240866032719"
"2017-12-24","296542472931","234306497480"
"2017-12-25","312018944665","258366858075"
"2017-12-26","324033289056","278717021490"
"2017-12-27","300011988176","243805289162"
"2017-12-28","314667901132","249739224800"
"2017-12-29","362784404482","232405338102"
"2017-12-30","335778326577","219330698555"
"2017-12-31","362138234207","235715668938"
"2018-01-01","382381030242","226145248942"
"2018-01-02","423928587169","260893969605"
"2018-01-03","487048744805","251511965932"
"2018-01-04","484463523041","259201218347"
"2018-01-05","476975343191","284493372850"
"2018-01-06","508680460395","284821689570"
"2018-01-07","481422272235","270725850000"
"2018-01-08","464591990229","255410943200"
"2018-01-09","434928601774","240911815958"
"2018-01-10","415271867886","230425683896"
"2018-01-11","439300372398","234074680180"
"2018-01-12","472141103361","242972810417"
"2018-01-13","454293202709","234671606554"
"2018-01-14","448266282230","233377603978"
"2018-01-15","398513768889","223491967785"
"2018-01-16","328551580519","193373226138"
"2018-01-17","326509843260","193373226138"
"2018-01-18","479931361797","194185938157"
"2018-01-19","373636227552","213508956998"
"2018-01-20","347973991447","202031172368"
"2018-01-21","345852252440","197278521035"
"2018-01-22","307235808319","175041129270"
"2018-01-23","326742003532","185587552192"
"2018-01-24","347127922016","193593828585"
"2018-01-25","332635604479","190038943082"
"2018-01-26","333118627719","189010986135"
"2018-01-27","361881384869","202062169400"
"2018-01-28","356107900284","190982981872"
"2018-01-29","345288568805","186119920440"
"2018-01-30","317577362993","172437212782"
"2018-01-31","322489005085","171296025900"
"2018-02-01","244637725915","144600900877"
"2018-02-02","249613367814","145769697132"
"2018-02-03","275253990438","155442693783"
"2018-02-04","233141160393","135935922524"
"2018-02-05","165308906242","102686904460"
"2018-02-06","214800669750","125621215292"
"2018-02-07","229526655144","136475014897"
"2018-02-08","236481170037","135832984336"
"2018-02-09","285896937982","152791433013"
"2018-02-10","240203736998","136598552226"
"2018-02-11","258354431047","144162766933"
"2018-02-12","258881401327","147990155266"
"2018-02-13","264304052014","149992685015"
"2018-02-14","287261966673","164764832349"
"2018-02-15","284706690348","167571987665"
"2018-02-16","299695927400","181480589715"
"2018-02-17","292234255806","179897736975"
"2018-02-18","293893888396","183784965660"
"2018-02-19","298549666849","197081922335"
"2018-02-20","275874757590","190120255868"
"2018-02-21","264648400066","182689187482"
"2018-02-22","249534918441","168518276914"
"2018-02-23","254644411580","171483842865"
"2018-02-24","252533907943","167294362631"
"2018-02-25","247001666909","161175368711"
"2018-02-26","260459374416","175646373691"
"2018-02-27","258339250345","183004933840"
"2018-02-28","250999040700","178473087030"
"2018-03-01","254883287290","187317268326"
"2018-03-02","252684941809","192413585400"
"2018-03-03","246293801523","188564669615"
"2018-03-04","259743275099","195264440876"
"2018-03-05","250637346611","191281667850"
"2018-03-06","229975731929","177675171079"
"2018-03-07","221080434198","169535816975"
"2018-03-08","196454918857","150428400406"
"2018-03-09","258773913952","160092797771"
"2018-03-10","200464470155","149587042902"
"2018-03-11","212580330509","163735419267"
"2018-03-12","207397574661","159207436724"
"2018-03-13","203545069436","155499236568"
"2018-03-14","167397997873","132919695475"
"2018-03-15","177499942995","139605378736"
"2018-03-16","175027345502","138667382216"
"2018-03-17","154007656695","130659806087"
"2018-03-18","165378359790","140643110961"
"2018-03-19","173421435495","144986103453"
"2018-03-20","185953548665","154119452189"
"2018-03-21","183489549836","153126467745"
"2018-03-22","167913300998","143094000679"
"2018-03-23","177125105791","151136537852"
"2018-03-24","171418413603","145743197060"
"2018-03-25","171507925201","143928975627"
"2018-03-26","156036526897","135828529483"
"2018-03-27","153801590606","134280404812"
"2018-03-28","144720520583","129554835175"
"2018-03-29","136488612118","121156897414"
"2018-03-30","134796409183","117737552510"
"2018-03-31","132341702799","116694760026"
"2018-04-01","130468962926","118017287814"
"2018-04-02","138741120306","125239264120"
"2018-04-03","141461618522","125678130620"
"2018-04-04","131200366318","116249094909"
"2018-04-05","126544294863","111995647381"
"2018-04-06","131258849903","116732634425"
"2018-04-07","132520540192","118101047682"
"2018-04-08","138199047503","120731684994"
"2018-04-09","134036746045","114639940311"
"2018-04-10","137546943294","115970044203"
"2018-04-11","145244652182","118178273678"
"2018-04-12","165790491539","132526304068"
"2018-04-13","168692636437","135763354454"
"2018-04-14","172228449777","137424585483"
"2018-04-15","172597979615","137041465830"
"2018-04-16","175268297053","136228648957"
"2018-04-17","177551283362","134986854918"
"2018-04-18","191216110667","139354613998"
"2018-04-19","203266858356","140947493137"
"2018-04-20","221242642818","151389372363"
"2018-04-21","216134894272","150704515995"
"2018-04-22","224927610450","150526433631"
"2018-04-23","241767807798","157130218084"
"2018-04-24","236173969460","160948999104"
"2018-04-25","224744483042","151180884109"
"2018-04-26","236723885341","157217175730"
"2018-04-27","240662663981","156075051271"
"2018-04-28","256296692080","160668265701"
"2018-04-29","249979234894","158220778056"
"2018-04-30","237117561784","152815583116"
"2018-05-01","248024455559","155030917579"
"2018-05-02","256529142358","156740395271"
"2018-05-03","265451746080","163742419720"
"2018-05-04","273298805197","166822277230"
"2018-05-05","264561706163","163578277382"
"2018-05-06","255600619604","159548197848"
"2018-05-07","261184782239","159420268076"
"2018-05-08","246014617161","154679600758"
"2018-05-09","253907540058","158723870163"
"2018-05-10","240798298215","153165172471"
"2018-05-11","208456128629","140535173354"
"2018-05-12","224057256448","143862015139"
"2018-05-13","228679565863","143806220867"
"2018-05-14","238384034606","149476008280"
"2018-05-15","216846776156","140504867219"
"2018-05-16","224925199445","142731567762"
"2018-05-17","210908168944","137199325779"
"2018-05-18","215463912699","140652316782"
"2018-05-19","218644287974","141060930793"
"2018-05-20","224480491581","144896720508"
"2018-05-21","216151741242","142483048770"
"2018-05-22","200743482546","135959371402"
"2018-05-23","190074101228","131375865625"
"2018-05-24","194391456497","130229294545"
"2018-05-25","187159974389","127198027002"
"2018-05-26","184190152715","124979304246"
"2018-05-27","174341428671","122986837215"
"2018-05-28","167906720617","121685092196"
"2018-05-29","185559955549","128777030280"
"2018-05-30","186301311055","128843312446"
"2018-05-31","187459619039","128969746846"
"2018-06-01","187895239742","128146441699"
"2018-06-02","196823207483","130701876760"
"2018-06-03","197527202199","130961811598"
"2018-06-04","190875332338","127212443280"
"2018-06-05","197502054505","130470686454"
"2018-06-06","198806004696","131655004846"
"2018-06-07","195411675742","130584049152"
"2018-06-08","197423363190","131262246840"
"2018-06-09","184728969893","125261693906"
"2018-06-10","168489606875","116051149158"
"2018-06-11","169932861766","117640912507"
"2018-06-12","157142820028","112779702716"
"2018-06-13","155291976816","111288914340"
"2018-06-14","159098038033","113184165728"
"2018-06-15","155348937038","111269548566"
"2018-06-16","156295079609","112222404641"
"2018-06-17","153196651777","110900220226"
"2018-06-18","158510124237","115149543528"
"2018-06-19","156834593963","113533860960"
"2018-06-20","161435508575","115716446963"
"2018-06-21","154931525131","114013173142"
"2018-06-22","137358060655","103888061919"
"2018-06-23","128220409274","100324132833"
"2018-06-24","135671222626","105790866724"
"2018-06-25","137338040207","107261835177"
"2018-06-26","130176468117","104432615171"
"2018-06-27","130831851443","104887294510"
"2018-06-28","124950562274","101219951221"
"2018-06-29","135927715339","109761242108"
"2018-06-30","135937484750","109430664438"
"2018-07-01","134898090895","108260847590"
"2018-07-02","148319199473","113745465119"
"2018-07-03","141475548351","111523460438"
"2018-07-04","147339748890","114257479295"
"2018-07-05","140530837508","112659002513"
"2018-07-06","142604813763","113672194177"
"2018-07-07","148301611743","117004571631"
"2018-07-08","145328263455","116072050564"
"2018-07-09","137670454238","114739163305"
"2018-07-10","129154878039","108598016808"
"2018-07-11","129718369140","107321126508"
"2018-07-12","131125274466","107230811939"
"2018-07-13","130388469733","107109321478"
"2018-07-14","131936307081","107992866586"
"2018-07-15","135348638909","109512830156"
"2018-07-16","143094144713","114870801242"
"2018-07-17","156678293844","127859391568"
"2018-07-18","149473016414","126111390394"
"2018-07-19","143057159285","127474326394"
"2018-07-20","140882405639","125974546085"
"2018-07-21","142192238183","126927761728"
"2018-07-22","145380683051","131375573658"
"2018-07-23","144465476796","136822317159"
"2018-07-24","146716292744","141904954236"
"2018-07-25","148200363781","140944829979"
"2018-07-26","142678720084","135983474454"
"2018-07-27","144772444486","140512381308"
"2018-07-28","144505515127","140981877022"
"2018-07-29","142967261220","140099289200"
"2018-07-30","138742791552","140065571136"
"2018-07-31","130446377141","130199341723"
"2018-08-01","131312317196","130267971008"
"2018-08-02","126039909236.98","126852514044.83"
"2018-08-03","122205880898.99","123437057061.16"
"2018-08-04","118371852561","120021600077.5"
"2018-08-05","114537824245.98","116606143114.33"
"2018-08-06","110703795907.99","113190686130.66"
"2018-08-07","122102443935.14","112945810180"
"2018-08-08","108074555750","109775229147"
"2018-08-09","107549689224","111235322862"
"2018-08-10","96032180197","105395790816"
"2018-08-11","98928125829","109311915316"
"2018-08-12","97761375948","111026262685"
"2018-08-13","82112823081","103562208922"
"2018-08-14","87914657163","109026605575"
"2018-08-15","87648099913","108805694357"
"2018-08-16","93321510162","111735069873"
"2018-08-17","99213867456","112627595550"
"2018-08-18","95281843929","110558458401"
"2018-08-19","97301585965","111802005901"
"2018-08-20","91426630852","110130619250"
"2018-08-21","96072884960","115381342387"
"2018-08-22","89859290579","111231618507"
"2018-08-23","91353928039","112426000224"
"2018-08-24","92816832300","116026539721"
"2018-08-25","90931218046","114271504127"
"2018-08-26","94351258243","115946556989"
"2018-08-27","98079314396","119268503740"
"2018-08-28","100992492506","121850294496"
"2018-08-29","98062092301","120849493486"
"2018-08-30","98151357776","120621489873"
"2018-08-31","101230931610","121485842815"
"2018-09-01","105115014156","125240630707"
"2018-09-02","102436787239","124823619112"
"2018-09-03","102725334516","125767992529"
"2018-09-04","103222143442","127044952602"
"2018-09-05","84522474254","111400127875"
"2018-09-06","87586503703","112860537580"
"2018-09-07","84904161961","112228490533"
"2018-09-08","78300880012","107453015281"
"2018-09-09","80287162964","109052076400"
"2018-09-10","79531599776","110012699699"
"2018-09-11","73759258837","108873263399"
"2018-09-12","76814195696","110704259826"
"2018-09-13","83036431709","113346414410"
"2018-09-14","81838772715","112268951476"
"2018-09-15","81451567642","112049930085"
"2018-09-16","83137637288","112045084469"
"2018-09-17","77527446497","108761118874"
"2018-09-18","82788417513","109919069299"
"2018-09-19","82351005613","110823147641"
"2018-09-20","92495402641","113081063306"
"2018-09-21","101256092761","115980629730"
"2018-09-22","102016885226","116128936614"
"2018-09-23","100975516765","115641847490"
"2018-09-24","90869629703","111902751589"
"2018-09-25","92919154922","111516602995"
"2018-09-26","95277345346","112159315471"
"2018-09-27","100793850623","116548120917"
"2018-09-28","95913903277","112781413114"
"2018-09-29","100819884670","113748630083"
"2018-09-30","100890705268","114320870887"
"2018-10-01","100493400681","114251841999"
"2018-10-02","95691433250","111936424267"
"2018-10-03","97934126301","113936246079"
"2018-10-04","96880034829","113932307222"
"2018-10-05","98160062447","114490611914"
"2018-10-06","95172294293","113976760151"
"2018-10-07","96302367248","114022417962"
"2018-10-08","97499955630","114967998238"
"2018-10-09","95262627474","113465198522"
"2018-10-10","85356426229","108826287830"
"2018-10-11","85284772052","109282184494"
"2018-10-12","85708172125","108883312246"
"2018-10-13","86463898751","109580683192"
"2018-10-14","90821442638.1","116266601762.39"
"2018-10-15","90415022737.57","115617815217.3"
"2018-10-16","90279170612.48","114151185779.75"
"2018-10-17","90600767519.5","113618225076.61"
"2018-10-18","87354404349.91","111897890330.1"
"2018-10-19","88723000819.18","111978899867.64"
"2018-10-20","89834001115.17","113009516752.06"
"2018-10-21","88995841246.28","112718149588.93"
"2018-10-22","88775293860.12","112273527150.57"
"2018-10-23","89799313311.45","112992366572.04"
"2018-10-24","88378707457.62","112364663563.93"
"2018-10-25","88471734219.14","112238765745.73"
"2018-10-26","88615375650.49","112564742552.62"
"2018-10-27","88481713583.68","112679476438.62"
"2018-10-28","88473253888.08","112504249403.67"
"2018-10-29","85485986857.2","110129939990.1"
"2018-10-30","85079392151.81","109966890360.74"
"2018-10-31","87065161494.52","111497524723.16"
"2018-11-01","86815397367.75","110676511222.65"
"2018-11-02","88003844669.33","110866203023.27"
"2018-11-03","89520826415.25","110673664048.8"
"2018-11-04","91814596711","111791301249.47"
"2018-11-05","94299539072.69","111308853742.26"
"2018-11-06","97505427299.75","113279601217.09"
"2018-11-07","95103473922.61","112480583778.3"
"2018-11-08","94358023096.47","111704998362.75"
"2018-11-09","92819557490.93","111070799046.1"
"2018-11-10","93282197224.65","111254911063.58"
"2018-11-11","92169363340","111175001649.3"
"2018-11-12","92518050459.35","110578230553.22"
"2018-11-13","91228551248.62","110322039424.96"
"2018-11-14","80925428101.75","98595613878.74"
"2018-11-15","80884475492.64","97218847516.57"
"2018-11-16","78832239373.36","96291431149.96"
"2018-11-17","81750978394.02","97536062059.04"
"2018-11-18","76493427293.83","94556682717.87"
"2018-11-19","66565998321.74","81390398555.79"
"2018-11-20","63429511313.96","78548454967.53"
"2018-11-21","64742331420.7","79440729477.34"
"2018-11-22","60012387851.4","75090919696.35"
"2018-11-23","59363477408.12","75139794255.12"
"2018-11-24","51534972774.21","65487236551.88"
"2018-11-25","56016319283.37","71067794318.26"
"2018-11-26","53788320429.28","65648438714.66"
"2018-11-27","56965686993.98","70561127629.74"
"2018-11-28","58646369841.57","72906060694.39"
"2018-11-29","57870378032.87","73311741865.78"
"2018-11-30","55233781032.96","69282997087.17"
"2018-12-01","57871806221.59","72781698131.35"
"2018-12-02","55442982711.6","69699267060.84"
"2018-12-03","54792994112.07","69623765355.07"
"2018-12-04","53089059473.09","67860088406.98"
"2018-12-05","51133355063.07","67127189972.51"
"2018-12-06","44844138122.41","59743366159.42"
"2018-12-07","46474166122.05","60444074644.11"
"2018-12-08","46428083182.7","61201602493.02"
"2018-12-09","46569551067.78","62136890757.89"
"2018-12-10","45530811070.28","60585870294.93"
"2018-12-11","45326897479.3","60202306609.57"
"2018-12-12","44818454614.6","59526882104.6"
"2018-12-13","43500634224.55","57865893567.77"
"2018-12-14","42112930675.18","56623071244.36"
"2018-12-15","43173261096.72","57263907883.51"
"2018-12-16","43026128499.48","57250987564.15"
"2018-12-17","48001563953.92","61824684701.58"
"2018-12-18","51751535318.34","65264614733.3"
"2018-12-19","51967247739.53","65986148971.44"
"2018-12-20","56200549768.89","70161912308.68"
"2018-12-21","54659654093.85","67634961808.11"
"2018-12-22","58693720302.86","70087650441.35"
"2018-12-23","65722651188.4","73820924946"
"2018-12-24","57952368381.3","66939727693.19"
"2018-12-25","58063584918.94","66614589801.41"
"2018-12-26","56265286431.81","66128731482"
"2018-12-27","53239450622.04","63910146401.24"
"2018-12-28","59174616437.98","68622554883.75"
"2018-12-29","57555741649.26","66888720864.09"
"2018-12-30","57488527994.14","66736035241.91"
"2018-12-31","56512118984.49","65462803618.93"
"2019-01-01","58430528867.56","66832933519.58"
"2019-01-02","60437288348.74","68063148222.66"
"2019-01-03","60257197704.11","67373913435.08"
"2019-01-04","60247738267.39","67959332002.7"
"2019-01-05","59366921249.04","66859543603.38"
"2019-01-06","62102119219.67","71067602294.13"
"2019-01-07","60307411190.86","70102409141.63"
"2019-01-08","61622134479.02","70950079454.02"
"2019-01-09","58326619837.61","67298496429.56"
"2019-01-10","54487853685.3","64303312336.77"
"2019-01-11","54125686162.78","64206948034.36"
"2019-01-12","53918986261.07","63978540253.99"
"2019-01-13","52246356642.02","62857490934.82"
"2019-01-14","54567298686.54","64704050203.76"
"2019-01-15","53041603284.26","63516164302.25"
"2019-01-16","53421898472.92","63583379570.08"
"2019-01-17","53806557177.66","64083009645.47"
"2019-01-18","53431711643.72","64098068679.79"
"2019-01-19","54364202226.21","65226980583.61"
"2019-01-20","52102866546.55","62717168925.56"
"2019-01-21","51987836916.37","62313206928.53"
"2019-01-22","52768208056.29","62951726595.36"
"2019-01-23","52296823161.33","62561254413.71"
"2019-01-24","52680464977.24","63041397510.2"
"2019-01-25","52912494753.43","63763398616.44"
"2019-01-26","52344902747.5","62911403096.9"
"2019-01-27","49352762243.7","61111191081.19"
"2019-01-28","47659875335.98","59725801630.26"
"2019-01-29","48367876750.72","60540046448.74"
"2019-01-30","50830455349.51","61298721063.81"
"2019-01-31","48185559745.1","60108705397.76"
"2019-02-01","48994824809.38","60839558981.41"
"2019-02-02","49523535130.53","60988447446.93"
"2019-02-03","48820555270.11","60678836088.31"
"2019-02-04","48813470796.27","60596162492.2"
"2019-02-05","47621895895.01","60052269312.96"
"2019-02-06","47982761860.3","59814004194.17"
"2019-02-07","48033693017.58","59690226113.36"
"2019-02-08","52681344273.41","64254674633.24"
"2019-02-09","51782253702.44","63932730514.54"
"2019-02-10","52760810566.19","64088760911.35"
"2019-02-11","52530455536.38","63777439903.39"
"2019-02-12","53482497657.98","64021891935.75"
"2019-02-13","52522200999.66","63434199115.4"
"2019-02-14","52694519863.81","63578234490.12"
"2019-02-15","52872744342.39","63734226628.05"
"2019-02-16","53099803038.69","63882048012.73"
"2019-02-17","55703591489.41","65768481726.48"
"2019-02-18","59836554176.36","69097805809.3"
"2019-02-19","59316814571.91","69398327670.15"
"2019-02-20","60410911105.3","70053530147.98"
"2019-02-21","59149173682.36","69517183375.83"
"2019-02-22","59824489130.74","69901379296.63"
"2019-02-23","64514815568.85","73423373389.9"
"2019-02-24","56697626761.14","67245339374.77"
"2019-02-25","57665319566.11","67482093463.86"
"2019-02-26","57741731800.76","67662764302.62"
"2019-02-27","57511951871.21","68032510429.41"
"2019-02-28","57674488573.63","67727048201.78"
"2019-03-01","57573060393.8","67787529450.3"
"2019-03-02","57646502080.06","67946270367.47"
"2019-03-03","55510257269.26","66478895025.79"
"2019-03-04","55658910768.34","66225494872.81"
"2019-03-05","58775823044.57","68375996640.51"
"2019-03-06","59588501239.47","68866562485.16"
"2019-03-07","59216181986.93","68987888003.4"
"2019-03-08","59998414752.27","69345080201.67"
"2019-03-09","59569411777.28","69182829208.92"
"2019-03-10","59502192425.12","69136900880.17"
"2019-03-11","58416777318.08","68196031002.12"
"2019-03-12","60014082061.91","68732828956.32"
"2019-03-13","60267709926.13","68743463352.91"
"2019-03-14","61108423740.19","69139223032.43"
"2019-03-15","63800162946.98","71316663715.47"
"2019-03-16","62872547962.08","70710822122.99"
"2019-03-17","62923202145.11","70696623462.67"
"2019-03-18","63142456888.92","71023091248.62"
"2019-03-19","63031432058.21","71167794760.95"
"2019-03-20","63863684429.55","71738809066.04"
"2019-03-21","62554544275.9","70943770098.01"
"2019-03-22","63937503694.61","71137160671.44"
"2019-03-23","63494523788.66","70798250798.32"
"2019-03-24","63433413274.06","71000924330.95"
"2019-03-25","62196721933.57","69743896040.8"
"2019-03-26","63955297767.72","71228956010.89"
"2019-03-27","64927583237.15","71774640752.65"
"2019-03-28","64358558160.59","71091237000"
"2019-03-29","65210056923.3","71926666451.4"
"2019-03-30","65256013205.99","72232457200.44"
"2019-03-31","66371529325.61","72808006968.98"
"2019-04-01","70532770034.88","81637126770"
"2019-04-02","77907850178.78","87056553079.79"
"2019-04-03","79481685534.3","89050290482.84"
"2019-04-04","79694012525.88","87845841116.56"
"2019-04-05","79875046153.43","88526342184.21"
"2019-04-06","81210162939.7","90617140835.35"
"2019-04-07","82941802494.66","93035737012.53"
"2019-04-08","80648123947.47","92219835160.36"
"2019-04-09","82360680213.39","92685254516.41"
"2019-04-10","78759875802.13","92070856527.48"
"2019-04-11","74993369812.99","88779037922.82"
"2019-04-12","76649197080.53","90292813423.06"
"2019-04-13","75297619983.55","89249362631.14"
"2019-04-14","78116806815.29","91421295505.99"
"2019-04-15","75765317153.92","89875507720.56"
"2019-04-16","77360872933.6","92430769324.27"
"2019-04-17","79465439096.56","93351159994.59"
"2019-04-18","78755927481.59","92867814335.22"
"2019-04-19","80170614393.65","94378473672.87"
"2019-04-20","78820782070.94","94206730678.33"
"2019-04-21","77032092779.93","93471788127.85"
"2019-04-22","78892989261.04","97935125898.76"
"2019-04-23","76583203401.01","99553111766.32"
"2019-04-24","73258163545.25","96031458601.58"
"2019-04-25","70653482583.67","93137778430.72"
"2019-04-26","71584757877.13","93112024324.4"
"2019-04-27","71939930794.83","93307714860.41"
"2019-04-28","71608173120.48","93752790456.98"
"2019-04-29","69936123249.32","92533736058.67"
"2019-04-30","74052522267.68","95193993668.85"
"2019-05-01","73360615038.98","95519827143.82"
"2019-05-02","74975079219.75","99932097919.77"
"2019-05-03","75625871101.83","102410731706.81"
"2019-05-04","75162068921.3","102634301954.32"
"2019-05-05","72771749066.15","100737319743.21"
"2019-05-06","76655940700.55","104963624858.08"
"2019-05-07","74612841163.6","104288645306.57"
"2019-05-08","74281608658.13","107850728371.83"
"2019-05-09","74419496537.32","111245609787.84"
"2019-05-10","76197267044.75","121493673770.55"
"2019-05-11","83882978904.81","130252708334.86"
"2019-05-12","81404124501.37","124981329492.34"
"2019-05-13","90285765906.3","141849236892.21"
"2019-05-14","96257603810.01","142092073584.1"
"2019-05-15","105580651550.8","142809827489.88"
"2019-05-16","92894773310.98","129109387484.8"
"2019-05-17","94927041582.08","131340001155.72"
"2019-05-18","98670072819.46","140195018872.96"
"2019-05-19","98868457715.38","140879051274.4"
"2019-05-20","98520910405.37","140043641885.91"
"2019-05-21","101791789292.64","140688010993.35"
"2019-05-22","94488757945.11","135089662151.45"
"2019-05-23","97264382083.49","139237087402.29"
"2019-05-24","100594999505.24","141623002148.51"
"2019-05-25","99175981890.45","141454240645.89"
"2019-05-26","107214022127.41","154688636967.48"
"2019-05-27","109014014873.15","154573764155.56"
"2019-05-28","107723413209.65","151165172715.2"
"2019-05-29","116981559499.03","154727486323.38"
"2019-05-30","106826865180.42","147183204282.24"
"2019-05-31","111676408779.72","151084204216.97"
"2019-06-01","112033017517.84","152267120444.69"
"2019-06-02","112046519658.74","151902192141.75"
"2019-06-03","103215742708.97","140429235378.83"
"2019-06-04","101650679225.65","137573413053.75"
"2019-06-05","103134588535.32","138937120918.68"
"2019-06-06","105190291599.06","140567746546.05"
"2019-06-07","105865392153.79","141323862715.85"
"2019-06-08","103968544961.45","140247797139.87"
"2019-06-09","102036410412.6","137553827278.44"
"2019-06-10","104682907891.01","141138759257.44"
"2019-06-11","105900021564.08","141572267579.04"
"2019-06-12","108944614958.91","143907275064.37"
"2019-06-13","108169116378.53","145902759615.72"
"2019-06-14","110752277325.62","154363597465.78"
"2019-06-15","113882541016.14","164247734054.99"
"2019-06-16","113308867508.45","162526375039.5"
"2019-06-17","113856758890.49","163108107052.93"
"2019-06-18","115461166749.95","163089561283.19"
"2019-06-19","114908004270.61","165126898548.89"
"2019-06-20","117459371023.06","172060160903.51"
"2019-06-21","122746890515.92","190823708379.29"
"2019-06-22","127189668425.45","191365351373.45"
"2019-06-23","123738662253.74","191415954901.64"
"2019-06-24","126096520548.34","201744288165.09"
"2019-06-25","129861822522.99","226224987910.03"
"2019-06-26","121584405882.73","220057936511.61"
"2019-06-27","114014167731.55","202407050744.86"
"2019-06-28","116146378452.58","208794561214.26"
"2019-06-29","121209411153.04","212758827667.38"
"2019-06-30","114244381484.06","195719150305.94"
"2019-07-01","108194465164.61","175185532081.23"
"2019-07-02","115378904839.47","204277509282.93"
"2019-07-03","114739622840.38","209591786629.56"
"2019-07-04","111765814719.92","198172748810.97"
"2019-07-05","113304218443.45","203713175096.76"
"2019-07-06","112786898967.97","199754454413.53"
"2019-07-07","115706201651.06","203766518710.83"
"2019-07-08","118315666622.19","225984817143.68"
"2019-07-09","115442592023.84","230410000060.08"
"2019-07-10","100962064706.31","204796487292.08"
"2019-07-11","100718544307.21","202983378615.47"
"2019-07-12","102690139996.55","207539567421.82"
"2019-07-13","100576459559.45","201096566379.76"
"2019-07-14","87479154064.84","181637435226"
"2019-07-15","89669042218.34","191914357531.4"
"2019-07-16","81044295186.4","170461669509.9"
"2019-07-17","87439091288.36","177331166002.23"
"2019-07-18","90493720549.94","187432613318.6"
"2019-07-19","93272181839.42","189249364691.37"
"2019-07-20","94123791598.55","189813554401.01"
"2019-07-21","94049575405.17","189280165722.06"
"2019-07-22","89262973009.47","179315275609.97"
"2019-07-23","86743231278.03","173460280946.66"
"2019-07-24","91080514591.32","179792624227.83"
"2019-07-25","88482125914.6","173747322105.75"
"2019-07-26","91684737067.1","180144745467.07"
"2019-07-27","87314125276.49","169935373140.81"
"2019-07-28","87648357208.24","171390892555.08"
"2019-07-29","86580746235.14","169636960737.14"
"2019-07-30","88883039672.71","174217825598.89"
"2019-07-31","88524085935.82","177228443455.74"
"2019-08-01","90014701024.6","186725987006.09"
"2019-08-02","90638561590.62","192806227562.66"
"2019-08-03","89095832279.68","190884248174.88"
"2019-08-04","92174607770.19","206936580646.44"
"2019-08-05","92568335478.31","212672948636.37"
"2019-08-06","89819821413.78","207922519666.45"
"2019-08-07","89066094204.88","211077510075.5"
"2019-08-08","87794058731.12","211051606635.83"
"2019-08-09","85932149015.61","211477857999.49"
"2019-08-10","85988094200.87","203493721791.56"
"2019-08-11","86999886001.18","203761728173.05"
"2019-08-12","85801600061.51","203192979984.76"
"2019-08-13","85056615314.9","189834913497.88"
"2019-08-14","74917796184.57","172969018004.66"
"2019-08-15","76736421916.48","178896833266.58"
"2019-08-16","78175664053.38","185701184057.42"
"2019-08-17","77450995716.26","182110629222.83"
"2019-08-18","80879120680.07","186370310424.77"
"2019-08-19","81353351070.06","192779797693.88"
"2019-08-20","77623928086.64","182764583361.91"
"2019-08-21","76436525610.6","179344428544.32"
"2019-08-22","78878031394.71","182205352123.71"
"2019-08-23","79281558464.96","185047494319.98"
"2019-08-24","78482960578.13","180534600838"
"2019-08-25","78771459560.61","185413637518.11"
"2019-08-26","77071011435.16","182628933708.25"
"2019-08-27","77274019406.47","182529851919.78"
"2019-08-28","72287887405.87","171611423162.75"
"2019-08-29","71602496463.99","170501655567.41"
"2019-08-30","72130522713.98","172137601983.94"
"2019-08-31","72381233157.76","172716604455.11"
"2019-09-01","72127427123.57","174943940775"
"2019-09-02","74093651769.41","185646719262.91"
"2019-09-03","74416695191.49","189785726021.34"
"2019-09-04","73455307062.28","189308926647.12"
"2019-09-05","73433544244.27","191932587351.15"
"2019-09-06","71742628756.63","186093577090.31"
"2019-09-07","75618058087.48","189413285081.83"
"2019-09-08","74376331890.38","185054556250.53"
"2019-09-09","75364285172.05","184383157218.67"
"2019-09-10","73925972403.26","180225579482.58"
"2019-09-11","73155469470.07","181356507436.67"
"2019-09-12","73841556537.58","185533093061.2"
"2019-09-13","73810866250.04","185175263846.18"
"2019-09-14","75813893166.11","185420737006.12"
"2019-09-15","76904725127.7","185621932768.77"
"2019-09-16","77157330433.37","183915254562.73"
"2019-09-17","82951892277.05","184014481003.22"
"2019-09-18","80183992147.4","177454630408.84"
"2019-09-19","82686816540.48","183189815509.22"
"2019-09-20","82320848725.78","181261281312.15"
"2019-09-21","79893166439.81","178739941889.7"
"2019-09-22","78641473341.7","178485700744.57"
"2019-09-23","76595008139.51","175989748153.35"
"2019-09-24","65477360802.56","153312314588.05"
"2019-09-25","66315901012.09","152107972186.98"
"2019-09-26","64101642737.06","144594893572.19"
"2019-09-27","65996566151.06","147407318153.02"
"2019-09-28","65620747897.62","146959788024.9"
